1667.57, 1023.39
1645.81, 1023.39
1619.70, 1023.39
1593.58, 1023.39
1571.82, 1023.39
1545.70, 1023.39
1537.00, 1027.75
1532.64, 1032.10
1523.94, 1040.81
1519.59, 1045.16
1523.94, 1049.51
1541.35, 1053.86
1558.76, 1053.86
1576.17, 1053.86
1584.87, 1053.86
1593.58, 1053.86
1602.29, 1053.86
1610.99, 1053.86
1624.05, 1053.86
1632.75, 1053.86
1641.46, 1053.86
1654.52, 1053.86
1667.57, 1053.86
1680.63, 1053.86
1689.34, 1040.81
1693.69, 1036.45
1658.87, 1027.75
1615.34, 1027.75
1571.82, 1027.75
1541.35, 1036.45
1515.23, 1045.16
1497.82, 1058.22
1480.41, 1062.57
1458.65, 1040.81
1445.59, 1014.69
1441.24, 984.22
1445.59, 945.05
1454.30, 901.52
1458.65, 866.70
1458.65, 823.18
1458.65, 784.00
1463.00, 753.54
1484.77, 744.83
1510.88, 740.48
1537.00, 740.48
1558.76, 740.48
1576.17, 744.83
1593.58, 749.18
1615.34, 744.83
1637.11, 740.48
1654.52, 740.48
1663.22, 740.48
1671.93, 753.54
1667.57, 762.24
1641.46, 770.95
1615.34, 770.95
1584.87, 770.95
1558.76, 770.95
1541.35, 770.95
1515.23, 770.95
1497.82, 762.24
1489.12, 762.24
1471.71, 757.89
1458.65, 757.89
1445.59, 779.65
1441.24, 805.77
1441.24, 844.94
1441.24, 884.11
1436.89, 927.64
1432.54, 966.81
1432.54, 992.93
1432.54, 1014.69
1432.54, 1036.45
1441.24, 1053.86
1449.95, 1071.27
1471.71, 1075.63
1502.18, 1075.63
1528.29, 1075.63
1563.11, 1075.63
1576.17, 1075.63
1597.93, 1075.63
1615.34, 1075.63
1632.75, 1079.98
1654.52, 1075.63
1671.93, 1062.57
1667.57, 1045.16
1637.11, 1040.81
1602.29, 1040.81
1576.17, 1040.81
1554.41, 1040.81
1537.00, 1040.81
1515.23, 1040.81
1497.82, 1040.81
1480.41, 1036.45
1458.65, 1010.34
1454.30, 975.52
1454.30, 931.99
1458.65, 871.06
1463.00, 836.24
1463.00, 810.12
1458.65, 788.36
1467.36, 770.95
1484.77, 749.18
1506.53, 740.48
1537.00, 736.13
1576.17, 736.13
1610.99, 736.13
1641.46, 736.13
1663.22, 740.48
1671.93, 757.89
1671.93, 770.95
1658.87, 779.65
1624.05, 784.00
1602.29, 784.00
1567.46, 784.00
1523.94, 784.00
1497.82, 784.00
1476.06, 784.00
1458.65, 797.06
1445.59, 823.18
1436.89, 844.94
1436.89, 879.76
1441.24, 910.23
1441.24, 962.46
1441.24, 1001.63
1441.24, 1040.81
1441.24, 1079.98
1415.13, 1106.09
1371.60, 1123.50
1323.72, 1136.56
1275.84, 1136.56
1219.26, 1136.56
1158.32, 1136.56
1106.09, 1136.56
1040.81, 1136.56
975.52, 1140.91
897.17, 1140.91
831.88, 1145.27
779.65, 1171.38
740.48, 1197.50
714.36, 1232.32
692.60, 1280.20
683.90, 1332.43
683.90, 1397.71
683.90, 1454.30
683.90, 1523.94
683.90, 1576.17
696.95, 1602.29
723.07, 1589.23
723.07, 1537.00
723.07, 1493.47
723.07, 1445.59
723.07, 1410.77
718.72, 1375.95
714.36, 1341.13
710.01, 1323.72
701.31, 1315.02
688.25, 1310.66
670.84, 1310.66
653.43, 1319.37
644.72, 1345.48
640.37, 1384.66
640.37, 1436.89
640.37, 1484.77
640.37, 1528.29
640.37, 1554.41
636.02, 1576.17
636.02, 1593.58
636.02, 1615.34
670.84, 1619.70
701.31, 1610.99
718.72, 1571.82
731.77, 1523.94
736.13, 1484.77
736.13, 1445.59
736.13, 1415.13
731.77, 1380.30
731.77, 1354.19
731.77, 1336.78
723.07, 1328.07
710.01, 1319.37
701.31, 1319.37
688.25, 1323.72
688.25, 1323.72
688.25, 1345.48
688.25, 1380.30
688.25, 1415.13
683.90, 1445.59
683.90, 1476.06
683.90, 1502.18
683.90, 1523.94
683.90, 1545.70
683.90, 1563.11
675.19, 1576.17
662.49, 1576.17
657.78, 1558.76
653.43, 1519.59
653.43, 1497.82
662.13, 1471.71
662.13, 1441.24
662.13, 1410.77
662.13, 1389.01
662.13, 1371.60
662.13, 1354.19
662.13, 1341.13
662.13, 1328.07
679.54, 1310.66
705.66, 1293.25
727.42, 1275.84
757.89, 1262.79
792.71, 1245.38
827.53, 1223.61
862.35, 1206.20
897.17, 1188.79
940.70, 1175.73
988.57, 1158.32
1036.45, 1145.27
1079.98, 1127.86
1123.50, 1110.45
1167.03, 1097.39
1214.91, 1084.33
1254.08, 1075.63
1297.61, 1075.63
1345.48, 1075.63
1393.36, 1075.63
1436.89, 1079.98
1480.41, 1079.98
1510.88, 1079.98
1532.64, 1079.98
1558.76, 1079.98
1584.87, 1079.98
1606.64, 1079.98
1632.75, 1079.98
1663.22, 1084.33
1689.34, 1088.68
1719.80, 1106.09
1724.16, 1136.56
1698.04, 1136.56
1650.16, 1136.56
1602.29, 1136.56
1550.05, 1136.56
1510.88, 1132.21
1489.12, 1114.80
1476.06, 1093.04
1467.36, 1075.63
1458.65, 1058.22
1449.95, 1027.75
1449.95, 997.28
1449.95, 962.46
1454.30, 931.99
1454.30, 888.47
1454.30, 853.65
1454.30, 818.82
1458.65, 792.71
1467.36, 770.95
1484.77, 757.89
1519.59, 753.54
1550.05, 749.18
1576.17, 749.18
1610.99, 749.18
1637.11, 753.54
1663.22, 757.89
1663.22, 762.24
1632.75, 770.95
1589.23, 775.30
1550.05, 770.95
1515.23, 775.30
1471.71, 797.06
1441.24, 840.59
1415.13, 897.17
1380.30, 953.75
1328.07, 997.28
1258.43, 1036.45
1188.79, 1066.92
1110.45, 1084.33
1036.45, 1097.39
962.46, 1106.09
910.23, 1123.50
866.70, 1136.56
823.18, 1162.68
792.71, 1193.14
775.30, 1227.97
757.89, 1262.79
753.54, 1293.25
753.54, 1323.72
753.54, 1345.48
753.54, 1367.25
753.54, 1384.66
749.18, 1397.71
736.13, 1419.48
731.77, 1432.54
718.72, 1449.95
714.36, 1458.65
710.01, 1476.06
701.31, 1493.47
701.31, 1497.82
701.31, 1497.82
